GeneSymbol,Combined T/B,FDR,Affy T/B,Agilent T/B,Illum T/B,Nimbl T/B,AffyT.1,AffyT.2,AffyT.3,AffyB.1,AffyB.2,AffyB.3,AgilT.1,AgilT.2,AgilT.3,AgilB.1,AgilB.2,IllumT.1,IllumT.2,IllumT.3,IllumB.1,IllumB.2,IllumB.3,NimbT.1,NimbT.2,NimbT.3,NimbB.1,NimbB.2,NimbB.3
Ewsr1,1.020,0.3525,0.961,1.103,,0.995,500.9,552.6,518.8,507.1,577.4,552.1,2334.0,2662.0,2110.0,1983.8,2310.0,,,,,,,17225.2,16215.5,14763.7,15437.4,15715.5,17281.4
Pitpna,1.020,0.412433333333333,1.057,0.849,,1.154,608.9,647.5,531.5,589.4,500.1,602.4,506.0,738.1,511.9,643.5,735.2,,,,,,,23414.4,20239.8,19609.3,20048.9,16884.6,17906.4
Tmem115,1.020,0.409333333333333,0.973,0.856,,1.231,43.3,46.0,38.0,46.2,43.2,41.5,203.6,239.2,200.6,254.1,247.0,,,,,,,458.5,472.1,497.4,559.1,289.9,311.4
Fam18b,1.020,0.473366666666667,0.766,0.999,,1.294,46.1,56.8,42.6,66.2,54.2,69.6,138.9,124.6,130.9,113.2,149.9,,,,,,,1243.1,1108.1,689.6,768.8,490.1,1090.8
Mrps24,1.020,0.253466666666667,1.007,1.064,1.085,0.924,63.3,53.8,68.0,64.4,63.6,55.8,973.3,957.2,851.4,892.7,850.5,2732.1,2554.5,2363.2,2474.2,2237.1,2337.7,1966.8,2107.6,1803.5,2474.8,2231.3,1655.8
Cdc7,1.020,0.306433333333333,1.008,0.986,1.024,1.062,28.3,21.7,20.1,25.8,20.1,23.7,135.3,165.1,189.2,188.4,142.4,507.9,507.6,596.4,580.2,488.8,505.3,411.1,232.7,300.9,346.2,285.0,258.5
Crybb3,1.020,0.304366666666667,0.924,1.069,1.085,1.002,12.8,16.8,13.9,15.0,19.3,12.8,22.9,16.6,22.4,15.7,22.9,46.5,41.9,46.8,43.4,38.8,42.4,98.2,194.7,147.1,140.1,188.5,110.4
Sfpq,1.020,0.293733333333333,0.995,0.877,1.116,1.093,779.1,755.9,710.4,756.3,752.9,747.7,2600.0,2662.0,2460.0,2733.0,3134.0,2127.9,1751.2,1872.5,1591.8,1561.0,2003.1,5044.3,3573.6,4183.3,4129.5,3316.8,4264.1
Mtmr1,1.020,0.252066666666667,0.970,0.981,1.110,,52.5,58.4,54.2,66.4,51.1,52.9,834.0,753.6,851.4,793.8,864.0,318.2,346.3,322.6,286.3,324.2,278.5,556.5,632.2,508.9,538.6,338.6,430.0
Ppp1cc,1.020,0.229233333333333,1.027,,1.006,1.028,607.2,615.9,550.7,634.7,549.6,543.1,3276.0,2933.0,3217.0,2380.0,2746.0,228.3,204.0,218.9,225.2,261.7,160.5,15459.7,15039.7,15203.9,15035.8,15383.3,14026.5
1300018j18Rik,1.020,0.282966666666667,1.012,1.097,1.083,0.889,95.2,83.0,96.0,83.8,92.6,94.5,354.0,433.6,379.0,363.4,345.4,118.2,141.0,133.0,114.7,125.3,122.1,1819.0,2129.8,1746.5,2146.4,2285.1,1974.4
Rpl9,1.020,0.2454,1.105,1.063,0.910,1.003,2702.6,2831.2,2508.6,2586.0,2337.4,2351.8,44240.0,41880.0,46460.0,38880.0,44240.0,12654.3,12442.3,13118.8,12689.8,16050.2,13244.8,38199.0,40639.6,39891.0,41036.1,38396.2,38966.2
Mrpl4,1.020,0.2746,0.956,1.142,1.066,0.918,73.3,66.6,81.0,71.7,85.3,74.0,307.2,235.1,302.0,256.1,236.8,225.0,209.2,223.2,232.2,193.2,191.1,263.9,275.5,321.8,369.6,313.4,255.6
Gtf2b,1.021,0.307733333333333,0.929,0.900,1.140,1.114,172.3,144.7,118.0,152.0,161.6,154.6,957.1,957.2,1007.6,1145.6,1018.1,85.5,72.9,82.3,67.4,80.9,62.9,3875.8,3704.2,3673.6,3505.8,3175.1,3425.4
Vapa,1.021,0.293466666666667,1.034,0.951,1.077,,207.6,210.9,182.9,197.5,188.2,195.8,2114.0,3098.0,2154.0,2534.0,2632.0,739.3,684.6,800.0,715.5,738.6,610.9,1096.8,1184.7,810.8,906.8,516.6,1038.9
Fbxl8,1.021,0.178333333333333,1.003,1.049,1.073,0.958,26.5,21.5,18.7,19.1,23.8,23.6,272.0,267.0,269.0,259.2,254.4,216.6,213.3,203.0,202.2,194.8,193.0,223.8,373.0,316.8,338.9,367.1,247.2
Mtap7,1.021,0.277833333333333,1.164,1.049,0.804,1.066,21.9,18.4,23.8,17.0,20.0,18.1,76.2,85.5,77.4,76.2,75.8,801.0,909.0,924.3,1074.1,1213.0,989.9,1363.4,1059.6,1282.5,1051.9,1238.5,1186.0
Tmem11,1.021,0.3886,0.944,1.103,,1.014,87.4,87.3,76.6,92.2,92.5,81.3,1291.1,1350.8,1102.0,1194.7,1067.8,,,,,,,1619.6,1436.2,1453.4,1605.9,1740.6,1098.3
Ndufv1,1.021,0.199933333333333,0.987,0.980,1.032,1.084,101.2,107.0,88.9,98.6,105.6,96.7,1810.0,1672.2,1871.0,1911.2,1731.2,1647.4,1784.6,1636.2,1571.2,1724.8,1614.3,4889.6,5356.3,4083.2,4780.9,4323.3,4118.6
Tpm1,1.021,0.229766666666667,0.925,0.988,1.089,1.082,44.8,49.7,43.5,52.7,47.4,49.0,324.4,287.8,293.8,316.0,295.6,204.5,193.9,187.0,172.3,169.1,196.2,5312.0,4320.4,4823.6,4968.1,4067.5,4324.5
Mrps28,1.021,0.340033333333333,,0.959,1.114,0.990,34.5,37.9,46.8,26.9,30.4,32.5,1091.2,1175.0,986.3,1145.6,1116.0,422.2,538.0,394.1,435.6,408.8,371.6,2671.5,3214.9,3028.8,2877.4,3636.4,2487.3
Stra13,1.021,0.188233333333333,1.049,1.043,1.087,0.905,37.7,40.0,38.3,37.0,38.6,35.0,293.4,289.8,301.0,287.7,277.3,73.6,66.2,64.4,60.1,63.2,64.5,1025.1,1310.9,1099.6,1278.5,1341.6,1174.9
5730508b09Rik,1.021,0.2995,1.098,0.968,0.998,,40.2,32.4,38.4,42.2,28.0,31.0,118.9,157.7,117.3,151.1,120.1,147.0,147.2,132.1,154.7,131.3,141.3,1055.4,1009.6,1040.8,861.9,618.8,681.4
D5ertd40e,1.021,0.388366666666667,0.758,1.101,1.245,0.980,14.1,9.8,10.7,16.4,15.4,13.9,17.3,29.4,21.5,23.2,18.1,46.0,44.1,55.7,42.6,43.2,31.3,255.3,223.8,232.7,300.8,182.8,242.5
Psmc5,1.021,0.236066666666667,1.038,0.949,1.031,1.067,131.0,123.6,134.0,137.7,109.8,126.9,758.6,754.6,655.2,747.0,776.4,1284.4,1214.2,1241.9,1275.8,1169.5,1183.2,749.4,700.5,933.2,917.8,559.3,756.8
Lrch4,1.021,0.256166666666667,1.068,1.353,1.017,0.647,308.7,320.5,333.6,300.3,302.5,298.5,1445.5,1194.4,1307.6,1061.8,883.4,33.2,26.9,35.2,28.9,31.8,33.0,2132.0,2990.1,3669.1,4147.4,4701.9,4741.0
Ptpn23,1.021,0.265133333333333,0.959,0.959,1.074,1.092,57.2,48.2,46.7,50.4,53.5,54.5,34.5,30.1,39.1,35.5,36.6,130.4,135.7,142.9,116.4,115.8,148.7,236.4,262.5,249.8,155.7,324.6,205.0
Slc7a1,1.021,0.2659,1.008,1.029,1.026,,108.9,104.7,103.9,102.6,100.7,111.5,40.7,44.2,34.4,38.9,38.4,36.3,28.2,42.8,36.5,33.1,34.9,232.2,203.5,194.6,201.6,132.0,258.7
Wbp4,1.021,0.294566666666667,0.991,0.989,,1.084,46.3,44.4,32.1,39.6,40.3,44.0,298.4,314.4,277.2,298.6,301.2,645.9,619.0,672.5,533.3,506.4,570.1,2936.5,2789.4,2737.8,2600.2,3058.0,2150.9
Rps2,1.022,0.1419,1.047,1.001,1.031,1.008,2367.6,2358.1,2227.2,2271.3,2160.7,2208.3,70880.0,77360.0,69150.0,73140.0,71640.0,16123.9,15236.5,16443.7,14680.3,16309.7,15397.8,50897.0,43697.1,43353.6,45177.5,46297.8,45439.2
Gmeb1,1.022,0.2593,0.957,1.043,1.043,1.044,46.4,57.8,55.6,58.8,53.2,55.2,638.2,531.0,602.2,517.9,614.6,42.7,28.0,35.2,26.7,40.4,34.4,1522.0,800.3,849.8,1310.7,819.7,908.3
Acox1,1.022,0.278,0.980,1.093,1.054,0.961,59.6,58.3,55.1,61.2,57.8,57.7,453.0,478.2,513.8,372.0,509.6,35.6,36.0,43.3,35.4,37.1,36.6,1528.3,1215.6,1604.3,1495.1,1541.9,1490.0
1810054g18Rik,1.022,0.355733333333333,,0.921,1.113,1.031,,,,,,,341.0,297.6,317.2,347.6,344.0,65.1,71.1,66.8,67.8,56.1,58.6,649.5,604.4,507.4,691.1,537.1,479.9
Kif1c,1.022,0.2269,1.046,1.015,1.004,,37.1,34.8,39.0,33.4,36.4,36.3,55.9,46.6,57.6,54.9,50.2,69.0,77.7,88.9,75.0,89.7,69.9,2208.4,1853.1,1786.8,1804.7,1178.4,1523.5
Mrpl15,1.022,0.425033333333333,,1.025,0.934,1.107,,,,,,,200.5,212.1,186.2,188.4,201.2,517.0,570.1,500.4,604.2,570.6,525.6,720.5,308.2,496.5,660.5,378.0,339.3
0610041e09Rik,1.022,0.4675,,1.117,0.778,1.171,,,,,,,305.1,367.4,273.0,261.8,302.4,166.6,150.2,148.9,200.1,223.9,174.7,229.7,135.5,80.1,164.5,77.0,138.8
Mrpl22,1.022,0.288033333333333,0.752,1.106,1.129,1.101,17.5,14.1,12.7,15.5,22.4,21.0,280.0,293.9,252.7,259.2,239.2,834.7,739.3,767.3,778.8,684.4,610.6,3563.9,3399.8,4195.6,3734.9,3630.1,2774.3
Tbc1d10b,1.022,0.4086,1.117,1.098,,0.852,97.0,83.1,112.5,93.8,80.6,87.6,1641.2,1841.0,1631.8,1842.4,1263.2,,,,,,,1784.0,1893.1,2616.0,2212.3,2711.2,2463.1
Usp15,1.022,0.2969,0.976,1.051,0.882,1.181,188.6,182.2,154.1,184.4,173.7,179.6,432.0,440.2,429.8,361.4,464.8,47.2,60.1,47.8,62.2,57.9,55.8,2980.5,2384.1,2621.3,2691.3,1611.4,2458.8
Ap3b1,1.022,0.2005,0.849,1.099,0.970,1.171,163.7,177.8,166.3,209.1,189.8,199.1,2205.0,2227.0,2216.0,1940.2,2092.0,223.2,231.6,228.4,226.6,233.2,244.3,1419.9,1619.5,1827.0,1653.9,1070.5,1430.8
Utp14a,1.023,0.206766666666667,0.937,,0.961,1.171,56.9,55.2,46.9,63.4,56.2,50.2,49.5,18.2,48.1,22.6,31.9,110.5,139.3,104.0,126.6,116.1,125.7,2952.9,3472.5,3370.9,3130.9,2728.8,2506.2
Actr8,1.023,0.273733333333333,1.029,,1.014,1.025,79.6,103.6,90.8,92.9,74.8,98.7,623.2,633.7,741.8,567.2,521.8,96.4,81.7,101.8,83.6,98.9,93.6,5638.4,5241.2,6016.8,5930.2,4903.0,5644.4
Eif3s10,1.023,0.287766666666667,0.926,1.107,0.957,1.100,489.1,481.2,468.4,560.7,519.1,473.7,1621.4,1675.4,1628.1,1280.2,1684.4,540.0,468.1,577.8,584.9,553.7,518.4,8511.2,6946.8,8121.0,8186.2,5850.3,7396.5
Xrcc5,1.023,0.3051,0.896,1.039,1.065,1.091,85.9,98.6,90.4,111.1,92.6,102.8,312.3,278.6,358.6,261.8,347.6,21.8,20.6,26.4,17.4,27.0,20.2,1758.8,1908.3,1579.1,1878.9,1323.8,1607.8
Zfp330,1.023,0.225966666666667,1.014,0.983,1.072,,190.1,162.3,108.9,148.4,131.9,174.4,1353.0,1551.6,1407.2,1508.2,1417.4,365.9,324.4,362.8,337.8,336.4,308.5,3534.0,3510.2,3357.4,3167.0,2736.9,2634.2
Zfp336,1.023,0.414633333333333,,0.918,0.947,1.203,,,,,,,97.5,85.3,102.3,102.0,105.1,117.0,114.3,126.6,150.2,99.5,128.1,633.5,585.9,380.0,503.1,357.3,468.8
Bc008163,1.023,0.406533333333333,,0.971,1.029,1.069,,,,,,,216.3,273.2,248.4,215.1,291.4,260.2,208.0,238.3,206.9,217.1,262.6,242.7,169.1,162.9,171.9,157.7,208.2
Uck1,1.023,0.2588,0.929,1.079,0.961,1.123,86.2,83.9,80.7,101.9,74.4,93.6,484.4,377.4,495.0,463.7,374.8,897.4,811.7,806.8,846.6,915.9,854.3,1892.9,1826.5,1572.5,2032.3,1344.5,1337.3
Txnl2,1.023,0.274966666666667,1.035,,0.960,1.075,30.8,18.2,20.2,24.1,27.1,15.7,1353.0,1021.8,1354.2,895.8,1167.0,393.7,372.9,404.5,427.8,429.6,362.7,3546.6,3501.7,3007.4,3321.8,3364.9,2665.9
Il16,1.023,0.2652,1.110,0.873,1.049,1.060,49.0,50.1,47.4,40.8,46.4,44.7,2785.0,2350.0,2554.0,2760.0,3109.0,2983.0,2385.4,2579.2,2598.9,2625.5,2351.7,13897.4,13936.2,16683.1,15645.6,12495.3,13848.0
Uqcrfs1,1.023,0.232233333333333,1.079,0.976,1.046,0.992,51.6,61.6,55.3,57.8,49.2,49.3,1449.9,1429.4,1263.2,1362.6,1465.8,29.6,31.3,38.4,29.0,38.1,27.8,11091.3,8311.8,9785.8,8939.9,9081.7,11392.3
Sfrs15,1.023,0.3455,1.050,0.995,,1.025,196.3,202.3,202.0,197.3,177.5,197.2,603.0,682.8,599.9,600.8,662.2,,,,,,,1579.3,2411.1,2504.5,1880.9,2274.1,2181.1
Vezt,1.024,0.4525,0.933,0.845,,1.293,17.1,20.4,16.7,20.9,17.5,19.6,45.5,63.1,38.1,59.4,56.4,,,,,,,1538.1,1260.5,957.2,1182.8,1131.6,589.4
Inpp5e,1.024,0.2247,0.988,,1.038,1.045,66.2,66.8,60.0,67.5,65.8,61.9,174.6,175.3,156.7,151.1,127.0,37.8,46.2,40.4,38.6,38.9,42.3,2797.9,2292.0,3058.5,2307.2,2641.6,2851.6
Hcfc2,1.024,0.4687,1.038,0.695,,1.338,80.2,92.9,92.1,88.2,83.3,84.0,104.0,105.4,109.9,129.9,176.4,,,,,,,1908.7,1374.4,1494.6,1292.2,1107.4,1170.7
Snrpe,1.024,0.237966666666667,1.108,,0.971,0.993,196.0,196.9,170.0,181.2,179.6,147.4,571.0,484.0,554.5,372.0,479.5,31.0,31.3,32.8,36.7,31.3,30.1,4407.1,4864.4,4150.5,4684.6,4143.5,4689.1
Psmc2,1.024,0.282466666666667,1.051,0.912,1.020,1.113,82.9,100.2,104.7,104.5,82.5,86.9,1416.3,1537.0,1493.2,1757.5,1493.1,151.9,100.7,116.5,122.8,141.0,98.0,6185.8,6231.4,6974.1,5921.4,6048.6,5451.7
Ppp6c,1.024,0.204233333333333,0.994,1.039,1.038,,92.2,103.8,73.4,98.0,78.0,94.8,831.6,754.6,832.8,757.8,793.8,1111.1,942.2,1041.9,1002.4,1033.8,944.9,6335.2,7009.3,6527.5,5749.9,5736.2,5091.0
1600002k03Rik,1.024,0.351666666666667,,1.082,1.049,0.941,,,,,,,866.0,864.8,770.6,742.4,799.3,299.7,339.0,337.0,330.7,288.9,310.6,346.8,350.7,515.1,475.5,379.5,433.2
Nup214,1.024,0.301766666666667,1.016,0.925,,1.132,143.7,133.4,140.6,131.7,127.9,151.8,998.0,1138.9,929.6,1061.8,1148.4,,,,,,,8849.2,9066.3,9553.3,8676.4,7287.6,8311.6
Aig1,1.024,0.2889,1.144,1.201,0.974,0.778,22.7,21.2,20.4,18.6,19.5,18.1,44.2,33.8,46.8,41.2,28.1,47.4,44.4,42.5,37.7,47.6,52.6,1702.6,2186.5,2307.4,2367.8,3060.6,2537.9
Ttrap,1.024,0.227966666666667,1.080,0.996,0.945,1.075,75.9,71.8,72.6,61.0,69.6,73.3,542.6,491.8,561.9,523.8,545.0,28.8,32.2,25.6,33.6,29.0,29.0,3872.9,3553.3,3192.6,3540.1,2985.5,3348.9
Rpl26,1.024,0.251466666666667,1.060,0.963,1.099,0.975,592.5,656.4,597.2,557.2,670.8,513.7,38880.0,30840.0,36260.0,35260.0,38120.0,9525.7,10854.8,10488.7,9555.5,9329.9,9191.0,25197.1,27559.4,30175.5,28550.5,32612.4,23916.7
Gnrh1,1.024,0.293766666666667,1.069,1.121,0.957,0.950,26.6,29.3,26.3,26.4,27.0,23.5,42.9,39.3,34.0,34.0,35.1,57.0,52.1,62.6,65.6,49.4,64.5,1240.2,1243.1,1030.8,1520.8,1098.9,1079.7
Zfp142,1.024,0.283066666666667,1.113,0.888,0.952,1.144,103.6,97.7,77.4,82.6,74.6,93.3,34.3,25.2,32.3,27.2,41.7,56.4,64.8,60.0,66.9,60.1,63.3,372.8,338.1,357.8,348.6,301.0,284.8
Hint1,1.024,0.2302,1.020,1.074,1.063,0.940,151.4,148.6,156.6,169.5,144.0,133.9,7257.0,8360.0,7438.0,7036.0,7272.0,2168.0,2042.5,2221.2,2179.4,1806.5,2066.6,4168.0,4877.3,4327.4,5185.0,4430.1,4604.5
Centd1,1.024,0.274266666666667,,1.037,0.939,1.098,,,,,,,411.2,385.6,398.3,417.9,350.5,1149.3,1027.8,1016.0,1219.5,1051.4,1130.9,7506.9,7233.9,7004.2,7415.2,6311.2,6082.4
Cops3,1.025,0.2749,1.027,0.980,1.066,,105.4,107.3,91.2,100.6,89.7,105.6,250.6,177.3,230.6,224.8,223.2,1721.8,1828.1,1936.5,1615.7,1642.6,1886.2,1565.4,1067.9,1120.4,979.3,858.7,855.2
Sell,1.025,0.1861,0.969,1.024,,1.081,1012.9,1114.0,975.3,1083.5,991.5,1127.4,3065.0,2744.0,2744.0,2996.0,2572.0,803.9,792.8,764.1,651.2,724.9,589.8,18998.3,19616.1,19656.4,17661.4,17221.2,19005.8
Tsn,1.025,0.264866666666667,1.024,0.895,1.158,1.022,120.5,137.5,120.5,127.0,119.8,122.9,2249.0,2552.0,2314.0,2490.0,2808.0,418.3,348.8,401.1,366.7,356.1,285.6,7356.3,7698.7,6910.0,7123.0,8306.7,6066.5
Dolpp1,1.025,0.220133333333333,1.076,0.974,1.139,0.910,32.7,39.2,30.4,33.4,32.9,28.8,544.8,535.3,495.0,535.2,542.9,440.4,388.5,416.6,345.6,394.1,353.5,565.0,366.2,287.2,556.2,364.5,417.6
1810044a24Rik,1.025,0.119166666666667,1.030,1.033,,1.012,61.4,60.2,64.9,59.2,59.9,62.1,697.2,825.2,765.6,805.0,671.8,65.8,67.6,69.7,58.8,63.6,64.9,2063.2,2081.0,1922.2,2129.9,1870.0,1993.3
Slc30a6,1.025,0.286666666666667,1.136,0.781,1.123,1.059,37.8,40.4,33.8,36.0,27.8,34.7,40.1,31.0,45.1,46.1,53.1,353.6,396.9,452.6,356.6,393.1,321.2,5618.0,4851.2,4449.9,4703.5,4181.0,5197.4
Psmd6,1.025,0.3381,0.967,0.926,,1.181,106.6,98.7,100.1,119.9,90.1,105.8,853.6,708.6,799.0,846.4,852.9,,,,,,,1987.0,1819.2,1824.3,1902.9,1365.0,1499.0
5830415f09Rik,1.025,0.405833333333333,,0.937,0.932,1.206,,,,,,,261.0,377.4,262.6,316.0,324.8,131.2,146.2,151.0,149.0,164.3,146.4,1460.1,1050.2,1147.3,1196.5,1004.2,832.6
Ttyh2,1.025,0.252966666666667,0.990,,0.917,1.169,26.7,23.0,26.2,23.6,26.4,26.7,3.0,3.8,3.3,2.2,2.4,39.0,39.8,39.3,42.3,43.5,43.2,245.1,142.4,176.5,131.6,163.1,187.9
Drr1,1.025,0.378133333333333,,1.086,1.122,0.868,,,,,,,95.1,98.4,83.7,82.6,87.6,2403.8,2243.8,2268.8,2051.5,2017.2,2097.9,257.6,219.2,387.9,284.2,312.4,399.2
Irf3,1.025,0.2558,0.971,0.876,1.084,1.169,127.6,131.2,128.3,139.8,128.9,129.8,5251.0,6490.0,5336.0,6970.0,6020.0,3297.1,3417.6,2930.2,2947.1,2819.1,3128.4,1642.4,1624.0,1650.4,959.1,1693.4,1554.3
Uty,1.025,0.380666666666667,1.074,1.099,0.955,0.972,71.7,94.1,82.0,90.0,66.6,74.1,2.2,4.9,2.2,2.6,3.1,39.9,47.8,38.4,46.3,45.7,40.1,539.1,640.2,519.1,418.7,302.1,1025.7
Crtap,1.026,0.2166,1.047,0.945,1.145,0.966,18.4,19.1,18.9,18.6,16.9,18.3,132.6,121.3,128.8,160.7,109.4,68.6,61.0,65.7,58.1,54.0,58.3,431.7,409.1,444.2,492.3,422.1,416.4
Wdr44,1.026,0.306733333333333,0.872,1.150,0.962,1.119,50.8,50.8,45.0,59.8,49.6,58.7,243.0,189.9,221.8,151.1,228.3,124.5,92.2,99.6,113.0,106.1,109.8,172.5,141.8,104.8,135.8,99.8,139.0
Serac1,1.026,0.242133333333333,1.130,0.890,0.954,1.129,19.3,21.6,19.8,17.9,19.0,16.8,19.1,35.7,17.1,23.3,30.5,36.0,41.3,37.9,44.6,34.6,41.5,246.8,139.7,239.0,221.6,188.0,144.3
Slc26a11,1.026,0.264166666666667,0.947,,1.028,1.103,33.3,35.7,36.3,35.7,40.0,35.4,681.8,787.9,602.2,481.1,534.3,20.0,20.7,23.2,20.7,17.6,23.8,1716.8,2044.1,1629.7,1627.6,1306.6,1952.4
Lrrc58,1.026,0.390133333333333,1.037,1.041,,1.000,74.0,72.6,71.5,65.9,67.7,76.8,79300.0,107640.0,76980.0,77360.0,91580.0,,,,,,,3639.3,4617.6,5155.6,5188.3,4113.5,4113.6
Hint3,1.026,0.261366666666667,0.927,0.974,1.117,1.086,40.2,36.9,29.9,35.1,40.7,39.5,382.0,387.8,280.8,317.2,401.6,231.0,215.7,239.8,206.0,207.6,201.1,300.9,416.8,345.4,446.6,306.9,225.7
Ube2i,1.026,0.1893,0.932,1.005,1.093,1.074,384.5,410.4,382.1,437.7,402.4,422.3,2448.0,2314.0,2310.0,2368.0,2322.0,206.5,164.0,203.3,159.4,199.4,166.2,5786.4,7432.2,6901.4,7095.0,5384.8,6252.2
Cdc16,1.026,0.2684,0.848,0.899,1.146,1.212,48.0,52.9,46.7,67.9,58.6,47.7,639.2,689.6,655.2,721.0,750.6,218.0,283.7,238.4,187.0,223.2,235.2,6321.9,5916.7,5677.4,5606.1,4584.7,4590.9
Psmb1,1.026,0.183,1.046,0.863,1.005,1.191,133.9,148.7,123.8,118.9,135.8,133.9,1555.8,1669.4,1731.2,2050.0,1780.2,1601.9,1595.4,1492.9,1582.4,1530.0,1552.5,11664.5,10663.2,11343.0,10998.8,8985.2,8286.0
Ndufa6,1.026,0.2306,1.042,1.032,1.128,0.904,90.0,84.7,86.5,87.6,83.5,79.7,973.3,1220.0,1072.2,1048.4,1062.1,683.1,623.0,658.7,614.9,609.1,517.6,7398.7,8123.3,7626.4,8821.0,10181.3,6616.0
Bc011248,1.026,0.374866666666667,,1.029,1.056,0.994,,,,,,,534.6,469.4,620.4,544.6,508.0,95.8,88.1,94.0,89.8,74.2,99.2,933.5,1007.5,783.4,1146.7,708.9,884.9
Gnb2l1,1.026,0.269666666666667,1.099,1.015,,0.966,1681.7,1677.5,1674.5,1700.0,1500.1,1380.0,80320.0,67740.0,72080.0,72080.0,72550.0,,,,,,,20489.1,24581.4,24000.4,20740.7,25772.8,25016.4
Rbx1,1.026,0.207033333333333,1.035,0.905,1.031,1.135,118.5,136.3,133.6,119.1,135.9,120.3,2904.0,2962.0,3322.0,3178.0,3594.0,2736.5,2601.9,2849.2,2815.5,2682.4,2440.8,14171.2,12218.8,11016.1,11519.6,12006.9,9429.2
Av340375,1.027,0.369833333333333,,0.832,1.070,1.177,,,,,,,277.2,329.6,273.0,338.9,366.0,274.4,277.6,317.2,248.1,307.8,256.2,337.0,302.9,362.8,326.9,234.2,290.7
1110004f10Rik,1.027,0.284733333333333,1.081,0.844,0.977,1.204,90.6,112.2,91.2,91.7,74.3,105.9,945.8,959.6,1027.0,1222.2,1094.8,25.1,29.4,31.0,27.8,29.5,30.2,7543.9,8985.3,8005.9,6110.0,6970.1,7303.4
Fts,1.027,0.4157,,0.756,1.151,1.173,,,,,,,153.2,183.8,148.8,215.1,213.6,141.5,187.8,158.7,131.4,131.0,161.5,2999.1,2751.8,3597.2,2858.8,3055.9,2052.5
Trim27,1.027,0.2677,0.978,0.953,1.087,1.088,160.1,135.6,124.6,139.3,147.1,143.3,171.3,157.6,175.9,216.3,136.8,1836.3,1680.7,1703.0,1543.3,1590.6,1666.6,4308.4,4017.3,3787.8,4220.9,3049.3,3868.2
Senp7,1.027,0.337333333333333,1.065,0.925,,1.089,89.8,90.6,79.1,79.4,81.5,82.6,294.4,416.2,307.4,346.5,387.2,,,,,,,1225.8,1177.5,1245.5,1216.4,953.8,1178.9
Lztfl1,1.027,0.262333333333333,0.993,0.935,1.095,1.083,158.6,143.0,144.7,129.0,161.8,158.4,258.0,226.3,245.6,237.0,283.2,48.8,45.0,53.2,44.3,49.4,40.5,1163.3,1297.5,811.7,946.1,971.4,1104.3
Ing2,1.027,0.3537,1.050,0.925,,1.105,37.5,30.1,24.6,28.1,31.7,28.0,492.8,479.8,413.2,533.8,464.8,,,,,,,6657.6,6162.2,6331.2,6635.2,4948.1,5749.9
Zfp291,1.027,0.2206,0.950,1.200,1.089,0.868,121.1,131.0,113.7,130.6,129.3,125.1,273.2,295.4,311.6,231.0,258.0,115.5,87.6,111.4,82.6,99.2,106.9,1447.5,1437.9,1438.8,1661.7,1538.7,1780.6
Phf8,1.027,0.205433333333333,1.014,1.122,0.945,,100.6,96.4,88.6,92.3,84.6,104.9,812.8,861.0,730.9,680.6,748.0,49.1,65.0,72.6,67.0,57.6,73.1,127.4,48.5,48.3,60.8,21.1,51.1
Rps9,1.027,0.305733333333333,1.021,1.102,,0.958,1034.2,1017.3,1038.8,987.8,1114.9,924.1,12372.0,9926.0,12206.0,9510.0,11366.0,,,,,,,32554.6,40076.1,35209.3,37025.0,41749.7,33753.9
Hagh,1.027,0.243433333333333,1.064,0.847,1.251,0.947,65.4,61.0,58.3,61.1,54.9,57.7,218.7,224.2,181.6,242.6,249.2,239.3,227.2,221.5,188.6,186.0,175.2,3395.1,3436.1,3998.7,4153.3,3531.5,3751.0
Rpl10,1.027,0.136733333333333,1.039,,1.046,0.997,2366.0,2482.2,2319.5,2463.9,2181.3,2251.5,18829.0,14528.0,17234.0,12159.0,16048.0,12935.2,12549.1,12985.4,12552.3,12461.6,11771.8,25508.6,33419.5,30817.4,30237.4,31475.5,28344.3
Chchd7,1.027,0.2105,1.129,0.931,1.020,1.030,85.5,91.3,83.7,87.3,75.5,67.9,588.8,724.2,667.2,712.4,706.1,519.9,508.2,520.5,491.0,537.8,490.0,5816.1,6211.3,5287.0,4880.2,6501.7,5430.7
2410002i01Rik,1.027,0.297866666666667,1.023,1.187,1.086,0.813,45.3,55.7,56.3,60.5,41.3,51.9,156.7,154.7,176.8,148.8,125.4,63.0,63.3,78.6,62.4,59.9,66.3,237.8,217.8,330.5,317.3,413.5,235.7
D19ertd386e,1.027,0.271133333333333,1.065,1.089,0.910,1.046,88.3,82.4,74.1,84.5,76.7,68.6,148.2,183.6,175.3,146.9,163.6,43.1,36.0,36.6,46.2,37.2,43.7,1401.5,1141.8,1021.5,1215.0,1199.7,993.6
Ikbkg,1.027,0.222166666666667,0.960,1.155,0.920,1.075,43.0,45.2,44.3,44.7,48.1,45.3,48.1,61.7,53.2,46.0,48.1,298.5,334.1,313.8,344.5,338.4,345.8,1057.5,999.0,1260.5,1061.3,1009.9,1013.4
Ttc17,1.028,0.191966666666667,1.003,1.068,1.093,0.946,104.6,103.2,109.9,107.4,109.7,99.5,83.7,57.3,80.3,58.9,79.3,536.9,526.1,484.6,461.1,461.5,493.0,371.9,432.2,380.3,396.8,485.2,370.6
