GeneSymbol,Combined T/B,FDR,Affy T/B,Agilent T/B,Illum T/B,Nimbl T/B,AffyT.1,AffyT.2,AffyT.3,AffyB.1,AffyB.2,AffyB.3,AgilT.1,AgilT.2,AgilT.3,AgilB.1,AgilB.2,IllumT.1,IllumT.2,IllumT.3,IllumB.1,IllumB.2,IllumB.3,NimbT.1,NimbT.2,NimbT.3,NimbB.1,NimbB.2,NimbB.3
Ddx21,1.012,0.3277,1.007,,1.019,1.011,226.1,245.9,222.2,252.1,232.9,204.6,503.3,589.4,445.2,446.4,495.4,1313.7,1117.2,1186.6,1286.1,1196.5,1069.0,2119.2,1991.1,1534.8,2022.7,1313.9,2245.6
Car2,1.012,0.329866666666667,1.099,0.941,1.050,0.959,9.9,9.6,8.7,8.6,7.3,9.8,45.4,51.9,46.1,52.0,49.7,43.2,31.4,46.1,35.1,37.9,42.0,276.6,511.8,249.6,410.3,240.6,431.3
Cops6,1.012,0.2914,0.970,0.917,1.101,1.061,112.3,115.6,108.8,119.1,113.1,114.8,1353.0,1551.6,1457.4,1527.1,1643.8,886.7,1010.3,958.8,874.9,891.7,828.1,15055.9,17055.1,14410.6,15128.5,14053.2,14668.3
Utp11l,1.012,0.408066666666667,0.986,1.159,,0.891,54.3,45.7,47.6,51.0,49.7,49.0,1254.6,1371.4,1234.0,1125.8,1093.6,,,,,,,6799.7,8086.2,7173.6,8773.9,7787.9,8183.1
Ilf2,1.012,0.2308,0.987,1.043,1.006,,80.0,73.6,75.3,77.9,79.6,74.4,181.0,206.1,191.3,179.2,190.4,829.6,798.2,771.1,848.8,793.4,742.1,1641.3,1749.0,1750.8,1706.3,1296.5,1131.1
Ccdc77,1.012,0.511633333333333,0.939,1.308,,0.790,28.3,28.4,30.1,41.2,23.5,27.7,224.2,126.6,199.0,145.8,134.5,,,,,,,1410.1,1792.0,2064.7,2143.7,2561.0,1959.5
Rdh14,1.012,0.338666666666667,1.047,1.065,0.974,0.964,16.9,15.8,14.5,16.2,13.0,15.9,291.0,381.6,348.6,313.4,326.0,195.1,187.9,198.5,211.9,193.1,192.3,2983.2,2986.5,3131.0,3390.8,2570.7,3480.7
Tgif2,1.012,0.401366666666667,1.026,,0.916,1.095,102.0,85.2,72.6,80.8,90.5,81.9,606.6,576.0,586.2,294.0,336.6,31.0,31.8,36.4,37.8,31.5,39.0,418.7,582.2,600.9,348.4,505.3,608.8
Rundc1,1.012,0.301633333333333,0.908,0.979,1.151,,56.6,57.8,54.5,60.6,62.2,63.2,214.4,136.8,179.2,209.7,151.6,160.8,150.8,155.2,146.2,126.6,133.0,223.4,169.9,189.4,148.9,95.8,128.0
Smad2,1.013,0.362833333333333,0.991,1.052,0.903,1.104,115.1,123.1,115.2,136.7,97.8,122.1,337.8,327.3,284.0,275.6,326.0,155.3,132.1,148.5,169.8,167.1,145.6,4009.2,2874.8,2992.5,3299.7,2579.3,3066.9
Eps15,1.013,0.331933333333333,0.885,1.214,0.872,1.079,183.2,202.5,215.0,224.1,212.0,242.6,892.0,761.4,1061.6,665.4,825.4,1504.5,1613.8,1754.6,1886.0,2022.8,1678.5,15545.8,14654.2,14297.3,14131.4,12727.0,14378.4
1810023b24Rik,1.013,0.440166666666667,,0.801,1.089,1.148,,,,,,,576.7,585.6,632.6,769.7,724.2,451.9,428.4,460.8,399.6,400.3,431.2,808.7,802.3,672.6,752.7,644.4,592.6
Gtf2h5,1.013,0.488366666666667,1.116,1.105,,0.818,111.5,105.4,117.9,114.0,83.3,102.7,192.0,282.0,221.2,180.3,239.2,,,,,,,6562.3,9349.3,9007.4,10053.1,11447.1,8968.3
Txnl5,1.013,0.347,1.002,1.040,0.997,,134.2,135.7,156.7,147.9,140.3,137.8,2374.0,2774.0,2260.0,2439.0,2310.0,24.6,29.7,28.4,30.7,27.2,25.0,2655.3,2459.3,2795.5,2735.6,2220.2,2089.4
Hivep2,1.013,0.260566666666667,0.975,,1.102,0.961,162.7,164.3,153.8,168.7,173.0,151.2,192.8,149.5,192.8,123.2,159.7,35.9,40.6,36.9,33.4,37.1,32.4,3274.7,3366.2,3427.2,3361.8,3678.4,3433.4
Rbm4,1.013,0.312066666666667,1.125,0.922,0.991,,125.2,126.9,113.9,108.1,102.2,115.0,763.8,687.4,752.8,906.4,686.8,280.1,268.5,300.5,288.9,293.9,273.8,3324.8,3059.0,2568.8,2144.5,1921.6,1919.4
Adar,1.013,0.295033333333333,0.930,,1.059,1.050,175.2,172.9,167.2,200.0,167.6,186.4,545.9,419.0,432.4,287.7,377.4,703.6,628.4,632.2,660.0,624.8,570.4,1492.5,1448.8,1734.4,1789.7,1526.3,1135.9
Fgd3,1.013,0.319133333333333,1.018,1.048,0.974,,136.1,145.7,133.2,122.3,141.9,143.4,129.9,83.7,156.7,128.8,106.8,56.9,50.2,49.0,57.4,44.7,58.4,102.0,89.9,89.5,86.1,68.9,86.2
Becn1,1.013,0.2534,0.977,0.955,1.108,,103.2,113.0,106.9,116.0,98.0,116.8,393.3,395.6,413.7,485.3,354.2,1534.5,1562.6,1610.1,1419.7,1369.6,1459.1,11317.2,8105.3,7967.3,8217.1,5082.4,8335.0
Rnaseh2a,1.013,0.410866666666667,,0.866,1.025,1.149,,,,,,,258.0,237.2,256.4,279.4,299.0,283.2,293.2,319.6,263.9,326.0,284.5,3232.0,3543.4,3056.9,3168.1,2544.3,2846.8
Lnp,1.013,0.2663,1.086,0.975,0.950,1.041,42.5,34.0,39.3,37.7,27.0,41.8,23.0,47.2,25.9,25.9,39.8,78.6,74.8,88.3,89.5,85.1,79.7,972.1,1202.8,1062.1,1071.1,851.8,1187.5
Pom121,1.013,0.3386,0.926,1.034,0.982,1.111,77.8,59.6,63.5,74.0,66.8,76.2,154.1,152.3,174.0,151.1,158.4,344.6,266.6,289.5,276.5,304.1,336.5,3462.8,3620.7,3858.6,3146.7,3122.9,3577.5
Hnrpd,1.014,0.3693,0.953,1.189,0.899,,429.7,499.4,408.7,436.4,457.2,510.4,1573.7,1854.8,2128.0,1407.2,1708.8,20.1,18.6,25.6,27.0,22.5,22.1,6494.9,5754.0,5393.0,4062.0,3661.3,4223.4
Dedd,1.014,0.390466666666667,0.847,0.728,1.133,1.347,92.0,104.4,81.9,118.5,91.5,118.8,107.5,91.3,97.9,157.6,114.0,58.0,58.5,60.9,48.4,49.7,58.4,901.9,748.3,649.9,864.6,440.4,402.5
Cdk10,1.014,0.328466666666667,0.993,1.018,,1.030,63.2,62.7,62.2,64.4,55.5,69.5,494.6,612.2,568.5,507.1,589.6,465.2,479.8,451.6,350.0,366.2,410.2,518.4,484.5,393.4,474.4,464.0,417.7
Spata2,1.014,0.2576,0.988,1.096,0.957,,29.6,28.4,24.4,31.4,24.9,27.1,154.9,169.1,158.9,148.8,144.8,33.6,32.7,30.4,34.2,35.5,31.4,368.4,216.6,326.7,263.7,127.9,240.7
Ahsa1,1.014,0.372933333333333,0.957,0.916,1.147,1.036,264.1,209.6,195.4,267.5,224.0,207.5,5422.0,4062.0,4235.0,5670.0,4312.0,579.9,444.1,455.2,489.4,395.4,404.6,12255.6,10855.8,11420.9,14313.1,9305.4,9729.3
Srp19,1.014,0.282333333333333,1.037,0.945,1.075,1.000,27.1,27.7,29.7,28.8,26.6,26.0,1953.2,2023.2,1985.0,2236.0,1971.2,140.3,91.2,121.2,123.2,97.9,107.0,6157.7,7126.0,6189.1,6515.4,6085.5,6874.5
Myg1,1.014,0.276466666666667,0.982,1.026,1.035,,63.4,69.2,63.7,68.7,68.4,62.9,263.5,202.5,286.9,255.0,234.4,291.9,289.6,333.4,287.6,293.1,303.4,1293.0,1429.2,1032.3,1269.0,1172.8,956.8
A430005l14Rik,1.014,0.424733333333333,,0.965,1.185,0.892,,,,,,,2534.0,2552.0,2439.0,2721.0,2478.0,342.3,298.3,299.3,265.9,254.7,272.2,1268.7,1472.8,1702.9,1670.6,1929.5,1380.0
5033428a16Rik,1.014,0.4384,,0.908,1.085,1.050,,,,,,,234.0,192.0,245.6,220.0,273.2,133.5,138.9,145.4,132.5,130.8,121.9,2589.1,2699.9,2557.8,2870.4,1897.5,2703.5
2700078e11Rik,1.014,0.422066666666667,,1.065,1.006,0.973,,,,,,,114.8,100.6,106.4,91.4,110.1,54.8,48.5,45.6,45.8,47.5,54.7,719.2,473.1,456.3,686.3,479.2,529.5
Son,1.014,0.3622,0.914,1.190,0.826,1.127,425.3,456.0,427.8,505.9,450.1,476.4,10804.0,10011.0,9826.0,7508.0,9655.0,89.8,95.6,97.9,110.7,112.1,120.0,8214.2,7456.6,8082.3,5611.3,6960.6,8498.4
Caml,1.014,0.330433333333333,1.087,0.942,1.102,0.926,55.6,47.3,49.6,45.2,46.4,48.6,282.0,289.8,327.4,320.6,315.8,142.6,147.1,132.7,128.5,109.4,145.2,1059.8,1039.8,970.3,1220.6,1040.1,1053.3
2310033p09Rik,1.015,0.3877,1.026,0.879,1.065,1.089,36.3,28.5,26.8,25.0,30.7,33.5,786.4,869.9,851.4,1061.8,840.6,287.5,320.3,303.9,269.0,291.3,296.1,1234.0,1141.8,930.9,1294.5,918.1,824.4
Clpx,1.015,0.2579,1.088,0.902,1.054,,60.5,70.9,62.1,62.8,53.9,61.2,275.6,280.2,258.4,287.7,314.4,551.8,589.7,642.0,605.3,525.3,560.9,1009.0,925.6,688.8,818.4,339.3,764.2
Zfp398,1.015,0.280433333333333,0.982,1.059,1.003,,72.7,61.6,66.9,68.4,66.2,70.3,13.6,30.6,23.1,17.0,25.3,110.0,120.7,120.9,124.8,107.6,118.1,308.9,171.8,360.3,246.6,201.5,166.6
Riok1,1.015,0.3003,0.905,1.101,1.051,1.001,96.8,101.3,99.9,116.0,108.5,104.7,456.6,453.5,517.8,412.4,452.4,456.1,433.9,416.9,381.0,446.4,415.7,2517.5,2240.4,2421.7,2737.4,2226.5,2206.7
Fbxl20,1.015,0.271366666666667,1.063,1.243,1.078,0.675,146.2,172.1,151.0,148.6,129.8,163.1,109.9,87.1,113.2,82.8,83.6,190.1,216.2,180.1,187.3,171.1,185.5,121.5,155.0,102.4,120.8,285.8,154.6
1810048j11Rik,1.015,0.433466666666667,1.122,1.041,0.870,1.026,14.6,14.3,16.2,14.6,13.1,12.4,106.8,166.5,108.2,120.1,124.1,42.5,36.0,46.0,47.1,37.7,58.4,1379.5,1550.0,1629.1,1988.4,1046.0,1407.8
2310037i24Rik,1.015,0.403966666666667,,0.897,1.061,1.086,,,,,,,1800.4,1782.6,1628.1,1902.4,1971.2,82.2,69.4,73.7,73.2,69.7,69.4,4082.8,3138.5,3506.2,3863.9,2562.5,3449.2
0610042c05Rik,1.015,0.4138,,0.985,1.105,0.955,,,,,,,875.8,874.0,1046.4,875.2,1017.6,216.2,239.6,252.5,212.3,203.5,224.9,1919.0,1910.4,2200.7,2500.9,1753.1,2062.4
Cox4nb,1.015,0.4356,1.113,0.885,,1.047,54.7,49.3,64.1,46.1,55.9,48.9,174.6,164.5,158.4,201.3,173.5,,,,,,,518.1,546.7,431.7,589.3,427.7,411.7
Plekhj1,1.015,0.3315,0.848,1.028,1.127,1.058,91.4,84.8,68.3,99.5,105.4,83.5,282.0,312.2,260.4,280.8,273.2,63.2,68.4,62.5,53.8,49.7,68.7,533.6,617.8,484.9,603.1,490.1,453.9
Gusb,1.015,0.402066666666667,0.829,1.059,,1.158,41.7,35.5,36.4,47.0,44.8,45.2,436.6,399.6,431.2,405.4,392.4,,,,,,,1609.6,1335.8,1341.2,1302.1,1159.4,1241.7
Cnot8,1.015,0.3406,0.883,0.886,1.137,1.156,100.6,122.0,101.4,118.2,121.3,127.5,342.6,237.2,366.0,358.9,352.8,22.7,21.4,22.1,17.2,14.8,26.1,3199.8,3229.3,2564.7,2630.2,2757.2,2396.0
Eif2a,1.015,0.4179,0.908,1.012,,1.127,124.7,137.7,140.7,163.1,139.3,141.6,105.0,93.0,114.5,102.7,103.2,,,,,,,3014.2,3198.6,2268.0,2241.3,2229.0,3056.3
Tegt,1.015,0.255566666666667,1.039,1.046,1.052,0.925,388.1,380.7,361.4,382.9,343.1,361.8,2236.0,2007.4,2100.0,2160.0,1882.9,5026.3,5350.5,5471.5,4558.8,4891.3,5614.6,6381.5,9278.2,10131.6,9781.0,10155.8,7949.5
Pnpla2,1.016,0.3726,0.929,1.014,1.005,1.114,42.6,41.1,38.7,45.2,44.5,42.2,531.8,686.1,523.0,552.4,592.6,774.7,788.5,742.9,697.0,643.0,953.5,800.3,924.9,721.6,858.3,754.5,582.7
Dlst,1.016,0.1723,1.017,0.961,1.068,,121.4,130.1,119.2,121.1,121.5,121.8,850.0,869.9,873.6,905.8,892.6,721.4,686.9,671.3,692.9,643.6,609.9,3798.8,3150.5,3490.5,2851.7,3024.3,2572.7
1110029e03Rik,1.016,0.296433333333333,1.054,0.957,1.283,0.769,96.2,97.8,105.2,96.8,88.0,99.0,1195.2,1178.0,1342.0,1362.6,1225.0,295.0,327.5,342.8,234.6,259.0,258.8,614.0,813.8,684.0,770.1,831.8,1144.5
Pscd1,1.016,0.293933333333333,1.116,0.811,1.172,0.965,273.4,303.8,275.1,258.7,234.6,270.8,1704.2,2385.0,1653.2,2760.0,1962.6,643.8,664.2,630.0,507.6,563.3,582.1,3677.9,3148.0,4222.2,3938.3,3498.2,4017.1
Vav1,1.016,0.316466666666667,0.904,0.964,1.101,1.094,274.0,266.8,246.9,290.9,275.7,304.9,1033.0,859.8,1146.3,1136.2,964.8,2114.9,2004.4,2011.6,1802.1,1638.9,2128.3,5694.8,5580.9,5647.0,5560.6,4641.2,5264.4
Eif4e2,1.016,0.4305,1.110,0.867,,1.071,120.9,98.0,91.2,94.0,91.4,94.0,620.2,644.4,682.2,820.9,676.0,,,,,,,6999.8,8589.9,7436.3,7779.6,6853.2,6859.7
Prr14,1.016,0.440566666666667,0.988,1.126,,0.935,191.1,171.2,165.8,185.1,173.1,176.5,1107.4,1339.6,925.2,976.1,1020.8,,,,,,,7134.9,5718.0,6789.4,7622.5,7269.4,6119.1
Sfrs2,1.016,0.198166666666667,1.054,0.987,1.008,,424.3,434.9,435.0,414.4,405.2,408.3,2529.0,3198.0,2632.0,2942.0,2704.0,3659.0,3724.6,3654.2,3536.8,3533.5,3877.3,8658.0,7414.7,5623.2,6214.4,5684.8,6767.1
Snapc5,1.017,0.3296,0.938,1.187,1.084,0.857,46.1,44.5,39.0,47.2,43.3,47.8,558.2,491.8,638.2,401.8,546.5,50.0,39.6,49.5,41.5,50.8,35.9,493.9,481.2,513.0,667.1,451.1,617.3
Mettl4,1.017,0.395433333333333,0.789,,0.984,1.276,30.7,25.0,22.9,45.5,28.9,25.2,5.2,8.4,6.4,4.2,2.3,39.6,44.6,44.5,42.4,41.8,46.5,889.2,836.3,744.4,737.5,298.7,899.3
Ifrd2,1.017,0.2887,0.917,1.047,1.086,,75.6,75.5,85.2,82.7,90.0,84.9,226.8,260.4,218.7,239.5,209.9,164.4,160.1,164.8,159.4,140.3,150.9,261.5,261.9,206.5,203.0,143.5,204.3
Sfrs11,1.017,0.335266666666667,0.979,1.084,,0.987,182.5,186.7,193.9,202.7,181.0,191.3,2220.0,2350.0,2302.0,2170.0,2055.0,,,,,,,17672.9,18234.4,17533.0,18721.8,14990.2,20422.4
Ezh1,1.017,0.309533333333333,1.062,1.041,1.197,0.768,184.9,179.8,187.0,180.4,167.7,171.6,104.0,70.8,111.4,94.3,89.0,45.4,56.9,56.4,44.8,39.4,48.3,956.1,1216.5,1302.8,1397.1,1537.4,1593.0
Rnf26,1.017,0.267466666666667,1.049,1.037,1.051,0.931,70.3,77.0,63.5,73.8,63.2,64.0,636.2,594.8,531.6,599.7,533.4,413.7,381.9,351.7,399.1,357.2,335.6,179.1,134.0,180.7,127.7,252.7,149.7
Coil,1.017,0.2756,1.007,0.999,1.045,,14.0,16.2,15.3,16.2,14.1,14.9,398.0,490.4,364.2,440.6,395.0,122.5,111.8,129.7,117.7,115.3,115.4,328.9,251.4,258.2,298.3,162.1,261.0
Purb,1.017,0.258933333333333,0.903,,0.972,1.176,78.6,87.2,87.3,92.3,94.9,93.2,781.2,721.0,11364.0,1026.4,1183.8,358.6,310.9,306.8,359.2,294.1,351.7,9054.4,7059.7,5587.2,6342.5,5909.1,6197.1
Pim3,1.017,0.2802,1.070,0.845,1.007,1.146,61.0,59.1,61.1,53.5,56.9,58.9,183.3,141.4,176.4,249.2,146.0,362.9,313.5,336.5,343.1,291.5,371.0,304.6,299.8,290.6,293.9,258.6,228.7
Smchd1,1.017,0.356633333333333,0.982,1.094,,0.975,384.7,451.5,408.4,451.2,395.7,419.9,2621.0,2370.0,2640.0,2189.0,2462.0,,,,,,,228.4,226.2,182.7,235.7,216.8,201.1
Rps25,1.017,0.244366666666667,1.069,0.990,1.047,0.963,1565.7,1697.4,1529.5,1560.5,1423.3,1499.4,36780.0,36400.0,38880.0,33580.0,41880.0,14337.6,13304.7,14361.6,13189.2,12986.9,13954.1,24575.3,29923.8,31334.6,30273.0,31955.4,26918.9
Tial1,1.017,0.392966666666667,0.987,0.837,1.200,1.045,164.7,150.5,153.5,187.9,134.1,152.6,590.8,700.2,491.5,781.2,638.4,459.6,346.7,339.6,320.5,302.0,332.6,2527.7,2546.6,2425.4,2422.5,1968.4,2786.2
Mmab,1.017,0.375866666666667,1.096,0.674,1.090,1.209,18.7,22.6,17.7,19.8,18.8,15.3,29.3,19.8,28.3,31.3,45.3,79.5,95.7,83.2,76.2,73.9,86.9,65.4,56.7,57.2,54.9,28.7,64.6
Srr,1.017,0.317333333333333,1.135,0.924,0.906,1.105,19.2,21.9,15.6,16.3,15.0,18.6,39.8,45.8,38.5,49.6,39.9,9937.2,10459.2,10112.8,10824.4,11791.1,11060.4,805.2,592.4,704.1,694.3,603.1,605.2
Mbd3,1.017,0.327333333333333,0.966,0.871,1.183,1.050,152.7,152.2,151.4,153.7,153.3,165.6,174.6,123.8,205.4,254.1,131.5,162.2,159.7,200.4,150.0,121.7,169.8,541.1,610.8,487.7,718.0,394.8,449.3
Eef1g,1.017,0.291866666666667,1.024,0.998,1.031,,24.0,28.0,25.9,27.0,27.3,21.7,18246.0,15612.0,21680.0,17932.0,19186.0,12889.7,12470.4,11728.8,11936.6,11142.6,12905.5,12863.8,15218.1,15152.2,13504.5,10986.2,12178.6
Il21r,1.017,0.381266666666667,0.854,0.917,1.145,1.154,433.3,446.7,435.4,525.7,504.0,511.5,460.2,469.4,506.6,591.8,452.4,323.2,281.9,248.0,251.3,216.5,277.1,7561.1,6730.9,7229.4,6245.8,4986.3,7421.0
Ap2m1,1.017,0.2259,0.951,1.033,0.982,1.103,316.7,323.0,239.4,336.8,290.9,296.3,746.0,690.8,643.8,668.2,674.6,528.3,507.7,515.3,531.1,511.1,537.5,640.7,1057.2,984.1,1156.2,447.1,827.4
Dnmt3b,1.017,0.254433333333333,1.008,,1.073,0.972,21.9,22.3,24.9,20.6,23.7,24.2,51.2,57.0,63.0,37.3,55.5,288.3,314.6,351.9,281.6,266.4,341.8,336.7,337.5,373.4,385.2,317.8,375.3
Lass2,1.018,0.274533333333333,0.851,1.064,0.966,1.188,169.7,165.5,161.2,191.0,179.0,213.3,614.6,597.2,613.8,519.2,624.8,438.7,437.0,434.2,433.3,449.4,472.7,1552.4,1216.3,1058.8,1432.5,694.2,1093.8
Zfx,1.018,0.212,0.941,1.110,1.002,,140.6,147.6,123.6,162.8,132.6,142.1,476.2,460.2,511.3,407.0,462.6,595.5,595.2,578.9,587.1,600.5,578.9,1589.9,1023.6,1057.9,931.8,992.3,613.9
1500032l24Rik,1.018,0.3899,,0.943,1.158,0.953,,,,,,,4650.0,4995.0,4652.0,5266.0,4844.0,1204.0,1143.6,1281.7,1013.2,1001.1,1120.4,2601.3,2524.8,2226.1,3095.9,2693.0,1929.4
Prcc,1.018,0.301833333333333,1.096,0.782,1.209,0.984,122.5,125.7,101.2,108.9,100.9,108.9,852.4,1212.6,741.8,1340.6,1051.0,731.5,635.7,618.0,513.3,501.0,627.8,116.5,93.3,107.4,107.0,121.7,93.8
Yme1l1,1.018,0.330233333333333,1.075,,1.026,0.953,311.0,304.6,279.8,308.8,264.6,259.6,238.0,228.6,210.9,209.7,156.7,179.5,183.9,142.0,174.8,159.4,158.7,3380.6,3375.1,2048.8,3035.8,2670.6,3533.4
Nhlrc2,1.018,0.2797,0.914,0.957,1.085,1.115,105.4,88.2,104.5,105.0,111.6,109.4,301.0,291.2,265.4,301.8,295.6,406.9,370.1,378.8,376.0,315.2,374.1,714.6,689.5,624.3,582.5,438.1,798.6
Ppid,1.018,0.305533333333333,0.959,1.043,1.113,0.956,118.9,122.3,114.3,132.9,105.5,132.1,1733.4,1845.2,1684.4,1777.8,1586.9,1466.0,1283.6,1466.1,1321.8,1358.3,1107.2,5383.1,6849.1,7656.8,7307.9,6998.4,6491.0
Commd2,1.018,0.354066666666667,0.980,1.029,1.012,1.051,49.3,37.3,51.2,47.1,50.2,43.3,402.2,321.2,342.6,301.8,388.6,36.5,31.1,33.7,40.5,28.8,30.8,6465.7,4805.3,4589.3,5527.1,4987.6,4575.7
Ai462438,1.018,0.464266666666667,,0.795,1.014,1.245,,,,,,,140.3,121.5,153.2,198.1,149.9,163.6,128.1,174.7,149.9,163.1,147.0,7242.6,6869.5,5108.4,5957.6,4136.4,5347.4
2410131k14Rik,1.018,0.4442,,0.898,0.961,1.195,,,,,,,40.8,26.5,37.8,41.3,36.8,96.9,127.4,114.9,126.1,122.4,104.3,525.1,423.9,542.9,507.8,385.9,355.0
Gle1l,1.018,0.328033333333333,0.955,1.108,0.968,1.042,97.4,88.7,100.5,107.3,88.4,104.3,316.0,363.0,426.2,313.4,351.8,152.2,120.0,134.5,141.2,129.5,149.7,3901.9,3071.0,3506.2,3406.2,2971.0,3682.7
Rasgrp2,1.018,0.344566666666667,1.125,0.722,1.442,0.783,488.5,527.1,484.6,459.7,416.0,457.6,3625.0,4312.0,4052.0,5428.0,5638.0,311.7,320.8,328.8,224.2,195.3,247.3,8226.3,9729.4,10325.7,14075.8,10409.9,11627.1
Prpf39,1.018,0.361233333333333,1.074,0.786,1.151,1.062,85.0,100.7,86.9,92.0,78.3,83.5,451.3,866.4,466.6,775.6,737.4,182.7,156.3,178.4,145.0,167.5,137.1,14656.8,19115.1,13115.0,14208.3,14799.3,15136.3
Nup35,1.018,0.268666666666667,0.966,1.160,0.929,,43.7,37.8,40.0,45.5,40.5,39.8,690.8,633.7,643.8,568.2,563.0,23.8,27.5,22.2,25.3,25.6,28.3,1709.9,2017.0,1526.1,1269.1,919.4,1237.0
Suclg2,1.019,0.228033333333333,0.926,1.046,0.946,1.157,62.3,76.6,60.2,76.8,70.1,68.3,129.9,143.3,135.8,124.6,136.2,60.0,56.4,56.0,58.9,62.5,60.9,4081.6,3676.4,3401.5,3499.9,2722.9,3424.8
Zbtb17,1.019,0.3125,0.935,1.055,1.090,0.994,47.2,47.6,38.3,47.6,47.0,47.6,567.0,488.6,573.6,584.2,445.2,747.7,801.8,684.9,623.9,646.4,780.4,3317.7,4460.0,3701.7,3629.4,3498.3,4416.9
Ddx27,1.019,0.2397,0.997,1.034,1.024,,106.0,109.4,122.6,112.8,112.0,114.0,1337.5,1907.8,1282.5,1362.6,1556.0,332.4,348.9,329.9,323.4,341.1,322.7,532.8,582.6,286.7,385.7,239.1,394.2
Rnmt,1.019,0.2293,1.036,1.008,1.012,,65.8,64.6,54.8,67.4,54.8,56.5,275.6,283.8,252.4,258.2,278.7,82.3,89.9,78.6,83.1,87.5,77.4,3863.2,3899.9,3216.0,3291.0,2719.7,2742.3
Sepx1,1.019,0.220233333333333,1.021,0.966,,1.070,59.2,63.2,64.6,65.2,62.3,55.8,694.6,648.2,655.2,667.7,711.6,245.3,237.6,206.0,190.8,203.6,181.8,446.5,498.1,397.9,464.8,420.4,369.8
Fkrp,1.019,0.232733333333333,1.016,0.988,1.053,,39.1,40.2,38.1,36.9,39.5,39.1,308.6,299.7,291.0,357.8,249.2,92.3,101.4,90.8,93.3,86.5,90.6,2129.2,1776.7,1967.9,1866.9,904.6,1633.2
Sfn,1.019,0.372133333333333,1.123,0.835,0.972,1.145,90.2,88.8,62.4,84.0,74.4,56.5,792.6,573.6,746.8,985.3,700.8,56.6,52.7,64.4,60.0,54.2,64.5,47.0,33.9,24.6,27.8,33.2,31.2
Aof1,1.019,0.308166666666667,1.023,1.046,1.012,0.995,50.3,50.1,50.8,52.2,45.3,50.5,294.4,203.2,278.6,245.6,249.2,75.7,58.7,68.4,68.0,82.5,49.8,569.0,483.9,477.8,560.1,407.3,570.9
Ap3m2,1.019,0.292366666666667,1.044,1.039,0.975,,62.6,73.8,71.2,63.6,69.6,65.7,144.6,170.8,175.3,136.8,178.1,46.9,60.6,59.9,59.3,55.4,57.0,12221.5,11490.8,11074.0,8357.0,9968.4,8575.4
Whdc1,1.019,0.248366666666667,1.056,1.108,1.265,0.647,65.9,58.6,68.9,63.8,55.0,64.4,400.3,395.6,408.4,352.8,371.8,263.3,254.4,265.3,206.6,184.4,227.7,674.9,806.3,1137.2,1386.7,1130.2,1527.9
Dpf2,1.019,0.287933333333333,1.065,1.148,1.045,0.819,211.2,206.6,194.6,217.7,178.3,178.8,1056.4,850.6,1046.4,899.6,816.0,21.1,16.2,19.3,18.5,15.8,19.8,350.6,320.6,400.9,462.8,384.6,461.3
M6prbp1,1.019,0.363433333333333,1.112,0.927,,1.019,58.5,62.0,62.7,60.4,56.9,47.4,822.8,1391.6,752.8,1091.2,1042.4,146.3,142.1,141.6,108.6,91.0,112.6,801.4,587.3,830.6,785.7,734.9,658.0
Zfyve1,1.019,0.309733333333333,0.990,0.828,1.075,1.185,60.5,57.1,53.3,56.4,55.6,60.8,51.2,43.3,50.1,63.3,53.0,90.7,80.5,71.9,90.6,57.6,78.0,192.6,237.9,207.5,240.7,142.4,155.4
Ai662250,1.019,0.254033333333333,1.079,0.956,1.023,,54.3,65.1,59.2,46.0,66.6,52.8,73.7,69.6,106.4,69.4,104.7,184.3,213.8,209.2,190.2,205.1,198.5,102.1,106.0,184.2,89.2,145.6,69.1
Athl1,1.019,0.452933333333333,1.181,1.053,,0.825,46.0,57.7,45.1,45.7,37.6,42.7,152.3,207.4,200.6,160.7,193.9,,,,,,,408.1,824.1,680.4,692.7,844.7,781.7
Fbxo6b,1.020,0.412833333333333,,0.916,1.111,1.031,,,,,,,469.6,548.5,471.8,487.0,596.8,635.5,726.1,667.4,554.9,624.7,646.9,830.9,1150.4,1054.2,1254.9,815.2,873.2
Cops2,1.020,0.248066666666667,1.021,,1.014,1.024,93.7,91.6,74.8,86.6,92.3,75.9,440.0,506.3,409.8,423.7,433.6,666.1,665.7,654.4,666.7,691.8,599.5,5994.7,5304.9,5598.2,5427.5,5698.3,5382.3
Ints6,1.020,0.296033333333333,0.969,,1.064,1.026,162.4,135.0,128.5,159.5,132.4,147.7,344.6,243.0,266.2,210.9,217.8,41.7,45.9,44.3,40.8,42.2,41.1,3641.1,2846.0,2791.7,3179.2,3180.1,2682.7
Rpl11,1.020,0.243633333333333,,1.012,1.017,1.030,1284.1,1288.8,1260.0,1284.2,1221.7,1034.4,66280.0,76600.0,61580.0,67740.0,66940.0,13443.0,13784.3,13686.5,12799.6,13889.4,13534.5,42042.3,46065.9,41023.6,43593.5,41052.0,40779.4
4931440f15Rik,1.020,0.313233333333333,0.824,0.940,1.115,1.200,7.5,7.8,8.0,7.9,10.6,9.8,123.0,68.9,108.2,121.2,91.7,67.1,64.9,55.0,55.3,52.3,60.2,207.3,238.0,197.4,197.3,152.6,185.8
